branch_id,product_id,stock_level,reorder_point
BR-000,PROD-06830,979,81
BR-000,PROD-05421,987,54
BR-000,PROD-01068,358,51
BR-000,PROD-01347,960,84
BR-000,PROD-04747,724,83
BR-000,PROD-06005,544,91
BR-000,PROD-06039,38,172
BR-000,PROD-03817,793,124
BR-000,PROD-08446,695,136
BR-000,PROD-05269,601,141
BR-000,PROD-06897,173,184
BR-000,PROD-05309,1000,84
BR-000,PROD-00031,452,157
BR-000,PROD-05674,502,173
BR-000,PROD-04386,813,119
BR-000,PROD-00029,186,102
BR-000,PROD-04202,639,103
BR-000,PROD-07507,325,117
BR-000,PROD-00735,222,108
BR-000,PROD-02067,839,166
BR-000,PROD-00106,198,84
BR-000,PROD-09644,732,162
BR-000,PROD-08894,532,105
BR-000,PROD-08020,622,157
BR-000,PROD-02232,788,198
BR-000,PROD-00993,191,70
BR-000,PROD-09412,844,138
BR-000,PROD-07058,122,60
BR-000,PROD-06789,12,85
BR-000,PROD-00360,388,50
BR-000,PROD-00304,501,162
BR-000,PROD-02627,774,92
BR-000,PROD-08965,69,115
BR-000,PROD-04513,198,114
BR-000,PROD-05910,976,183
BR-000,PROD-08313,394,195
BR-000,PROD-03100,682,147
BR-000,PROD-05703,994,137
BR-000,PROD-03898,221,177
BR-000,PROD-05440,69,142
BR-000,PROD-07930,924,141
BR-000,PROD-00621,487,113
BR-000,PROD-07235,114,56
BR-000,PROD-02498,364,96
BR-000,PROD-00713,4,193
BR-000,PROD-08403,581,193
BR-000,PROD-02855,199,66
BR-000,PROD-04269,569,166
BR-000,PROD-02908,227,57
BR-000,PROD-08080,681,195
BR-000,PROD-04516,370,63
BR-000,PROD-01261,487,103
BR-000,PROD-03160,861,109
BR-000,PROD-00970,478,165
BR-000,PROD-03912,870,108
BR-000,PROD-05198,107,83
BR-000,PROD-08846,626,171
BR-000,PROD-00259,197,120
BR-000,PROD-03790,963,71
BR-000,PROD-09202,759,129
BR-000,PROD-00487,529,137
BR-000,PROD-07907,52,90
BR-000,PROD-00518,700,166
BR-000,PROD-08342,685,145
BR-000,PROD-00311,621,56
BR-000,PROD-03231,538,88
BR-000,PROD-07932,421,189
BR-000,PROD-07457,733,54
BR-000,PROD-09783,0,65
BR-000,PROD-05183,483,88
BR-000,PROD-08076,176,57
BR-000,PROD-06501,574,172
BR-000,PROD-06790,87,90
BR-000,PROD-07772,966,81
BR-000,PROD-02737,534,199
BR-000,PROD-07841,865,121
BR-000,PROD-06261,355,96
BR-000,PROD-08205,251,132
BR-000,PROD-01247,583,155
BR-000,PROD-09335,790,59
BR-000,PROD-04194,134,110
BR-000,PROD-08000,214,69
BR-000,PROD-07377,832,133
BR-000,PROD-03434,830,182
BR-000,PROD-05381,738,168
BR-000,PROD-00958,968,139
BR-000,PROD-00416,117,167
BR-000,PROD-05741,369,164
BR-000,PROD-06727,808,57
BR-000,PROD-04381,202,92
BR-000,PROD-05196,201,53
BR-000,PROD-01112,838,191
BR-000,PROD-02688,538,187
BR-000,PROD-06472,58,161
BR-000,PROD-08819,884,50
BR-000,PROD-07807,907,122
BR-000,PROD-03410,961,67
BR-000,PROD-00080,476,136
BR-000,PROD-04613,12,93
BR-000,PROD-01373,977,121
BR-000,PROD-01509,124,106
BR-000,PROD-06442,955,56
BR-000,PROD-03070,48,163
BR-000,PROD-03015,525,189
BR-000,PROD-04822,433,176
BR-000,PROD-07821,665,139
BR-000,PROD-00092,528,174
BR-000,PROD-09420,332,137
BR-000,PROD-06599,699,188
BR-000,PROD-04442,346,51
BR-000,PROD-07601,601,136
BR-000,PROD-03834,588,74
BR-000,PROD-09701,310,135
BR-000,PROD-04321,44,125
BR-000,PROD-03393,633,162
BR-000,PROD-04751,180,113
BR-000,PROD-07228,400,155
BR-000,PROD-09190,636,124
BR-000,PROD-02360,693,150
BR-000,PROD-01147,131,164
BR-000,PROD-05665,182,178
BR-000,PROD-08074,439,136
BR-000,PROD-04942,106,188
BR-000,PROD-03662,933,81
BR-000,PROD-01562,294,84
BR-000,PROD-04112,40,128
BR-000,PROD-09049,812,107
BR-000,PROD-09275,666,191
BR-000,PROD-08537,276,132
BR-000,PROD-00794,935,61
BR-000,PROD-05853,698,116
BR-000,PROD-07618,928,152
BR-000,PROD-01593,149,77
BR-000,PROD-07417,498,148
BR-000,PROD-05266,267,99
BR-000,PROD-07146,951,125
BR-000,PROD-00088,619,101
BR-000,PROD-08694,878,196
BR-000,PROD-09731,925,123
BR-000,PROD-09445,109,158
BR-000,PROD-06753,802,146
BR-000,PROD-03501,459,115
BR-000,PROD-02233,991,58
BR-000,PROD-02802,452,192
BR-000,PROD-04423,915,193
BR-000,PROD-05662,688,157
BR-000,PROD-07169,577,180
BR-000,PROD-08336,753,142
BR-000,PROD-02147,545,130
BR-000,PROD-07968,457,119
BR-000,PROD-06550,635,69
BR-000,PROD-07642,980,72
BR-000,PROD-06163,55,151
BR-000,PROD-01494,661,161
BR-000,PROD-07695,468,88
BR-000,PROD-07093,439,124
BR-000,PROD-01408,972,73
BR-000,PROD-06690,516,164
BR-000,PROD-03400,639,110
BR-000,PROD-00108,668,198
BR-000,PROD-05635,460,187
BR-000,PROD-08481,625,131
BR-000,PROD-06603,221,166
BR-000,PROD-01090,484,63
BR-000,PROD-05559,74,90
BR-000,PROD-09411,285,197
BR-000,PROD-08142,217,78
BR-000,PROD-08663,441,118
BR-000,PROD-06595,364,183
BR-000,PROD-00623,150,116
BR-000,PROD-06870,252,162
BR-000,PROD-04813,559,53
BR-000,PROD-06552,276,162
BR-000,PROD-07529,2,124
BR-000,PROD-05795,40,173
BR-000,PROD-07436,643,200
BR-000,PROD-04217,205,149
BR-000,PROD-05940,352,67
BR-000,PROD-08500,821,180
BR-000,PROD-06428,858,164
BR-000,PROD-06826,382,150
BR-000,PROD-04130,805,198
BR-000,PROD-07801,182,160
BR-000,PROD-07753,921,200
BR-000,PROD-04721,142,62
BR-000,PROD-01650,853,106
BR-000,PROD-04140,684,90
BR-000,PROD-01617,480,103
BR-000,PROD-02029,987,137
BR-000,PROD-08517,794,177
BR-000,PROD-04575,120,86
BR-000,PROD-03992,372,149
BR-000,PROD-07376,912,173
BR-000,PROD-06149,189,68
BR-000,PROD-04908,158,113
BR-000,PROD-05026,4,56
BR-000,PROD-08260,565,137
BR-000,PROD-04731,468,179
BR-000,PROD-07548,883,197
BR-000,PROD-08134,357,200
BR-000,PROD-01606,117,144
BR-000,PROD-04773,239,86
BR-000,PROD-08109,722,128
BR-000,PROD-06951,185,137
BR-000,PROD-06004,794,149
BR-000,PROD-07728,389,55
BR-000,PROD-03541,7,198
BR-000,PROD-00388,552,50
BR-000,PROD-01794,896,135
BR-000,PROD-08731,938,175
BR-000,PROD-04919,830,187
BR-000,PROD-05537,217,154
BR-000,PROD-03872,669,61
BR-000,PROD-08868,714,102
BR-000,PROD-02254,31,101
BR-000,PROD-03412,923,118
BR-000,PROD-05459,74,112
BR-000,PROD-04955,841,153
BR-000,PROD-07396,346,98
BR-000,PROD-05414,128,200
BR-000,PROD-07399,527,132
BR-000,PROD-07414,444,187
BR-000,PROD-09100,273,163
BR-000,PROD-04851,886,162
BR-000,PROD-02025,835,57
BR-000,PROD-02615,754,177
BR-000,PROD-07388,820,61
BR-000,PROD-02926,436,61
BR-000,PROD-01121,25,177
BR-000,PROD-02910,278,146
BR-000,PROD-08146,101,121
BR-000,PROD-07383,806,111
BR-000,PROD-03482,253,163
BR-000,PROD-00795,32,63
BR-000,PROD-01575,802,121
BR-000,PROD-06176,750,70
BR-000,PROD-06266,747,174
BR-000,PROD-02458,316,122
BR-000,PROD-03312,201,149
BR-000,PROD-01253,573,162
BR-000,PROD-06834,84,147
BR-000,PROD-08794,244,178
BR-000,PROD-03837,932,167
BR-000,PROD-04398,447,97
BR-000,PROD-03595,895,70
BR-000,PROD-06621,928,141
BR-000,PROD-08382,913,172
BR-000,PROD-02124,724,175
BR-000,PROD-03238,819,127
BR-000,PROD-05403,852,51
BR-000,PROD-05998,756,133
BR-000,PROD-05938,261,145
BR-000,PROD-02045,853,178
BR-000,PROD-01578,447,159
BR-000,PROD-00014,124,184
BR-000,PROD-02673,152,124
BR-000,PROD-07016,778,188
BR-000,PROD-08720,741,177
BR-000,PROD-08849,314,67
BR-000,PROD-04812,280,93
BR-000,PROD-01084,500,179
BR-000,PROD-04983,370,109
BR-000,PROD-07155,642,66
BR-000,PROD-02884,256,77
BR-000,PROD-00333,743,178
BR-000,PROD-07204,512,170
BR-000,PROD-04367,177,157
BR-000,PROD-03079,212,116
BR-000,PROD-07203,702,196
BR-000,PROD-09909,176,71
BR-000,PROD-08864,648,91
BR-000,PROD-00263,139,102
BR-000,PROD-04337,730,106
BR-000,PROD-08895,590,199
BR-000,PROD-08447,854,184
BR-000,PROD-05903,918,90
BR-000,PROD-01498,125,130
BR-000,PROD-04190,576,56
BR-000,PROD-07485,14,168
BR-000,PROD-09643,715,81
BR-000,PROD-08310,216,85
BR-000,PROD-07590,677,51
BR-000,PROD-00500,296,119
BR-000,PROD-09155,970,180
BR-000,PROD-09414,264,139
BR-000,PROD-03095,429,166
BR-000,PROD-04631,945,173
BR-000,PROD-00367,72,143
BR-000,PROD-04058,849,118
BR-000,PROD-08174,113,168
BR-000,PROD-04630,665,147
BR-000,PROD-06070,399,51
BR-000,PROD-02664,303,130
BR-000,PROD-01026,427,190
BR-000,PROD-05908,603,109
BR-000,PROD-05050,590,71
BR-000,PROD-06328,913,75
BR-000,PROD-09733,411,129
BR-000,PROD-01691,379,162
BR-000,PROD-00673,668,152
BR-000,PROD-05572,503,165
BR-000,PROD-05766,769,152
BR-000,PROD-05156,954,145
BR-000,PROD-00733,836,171
BR-000,PROD-03526,736,160
BR-000,PROD-00568,394,152
BR-000,PROD-09187,881,114
BR-000,PROD-02922,492,150
BR-000,PROD-07911,47,193
BR-000,PROD-01558,361,82
BR-000,PROD-00101,8,178
BR-000,PROD-03007,687,137
BR-000,PROD-07201,870,85
BR-000,PROD-00303,600,161
BR-000,PROD-00076,318,134
BR-000,PROD-06754,901,132
BR-000,PROD-08629,948,97
BR-000,PROD-01208,72,175
BR-000,PROD-07742,372,65
BR-000,PROD-08214,294,196
BR-000,PROD-08944,638,187
BR-000,PROD-08413,531,176
BR-000,PROD-01775,541,84
BR-000,PROD-03473,607,192
BR-000,PROD-00483,513,174
BR-000,PROD-02189,147,169
BR-000,PROD-00346,369,126
BR-000,PROD-05481,758,120
BR-000,PROD-08361,145,92
BR-000,PROD-01472,5,160
BR-000,PROD-05100,78,191
BR-000,PROD-06765,370,60
BR-000,PROD-08706,424,93
BR-000,PROD-04929,609,187
BR-000,PROD-06329,478,109
BR-000,PROD-02609,660,184
BR-000,PROD-00003,442,120
BR-000,PROD-02213,35,65
BR-000,PROD-04827,389,172
BR-000,PROD-00856,143,128
BR-000,PROD-06977,424,160
BR-000,PROD-05885,207,199
BR-000,PROD-00624,38,112
BR-000,PROD-00290,166,72
BR-000,PROD-02018,263,113
BR-000,PROD-00668,56,99
BR-000,PROD-08921,91,189
BR-000,PROD-08264,713,98
BR-000,PROD-09696,580,111
BR-000,PROD-01631,247,55
BR-000,PROD-05170,918,70
BR-000,PROD-07205,111,78
BR-000,PROD-02522,820,180
BR-000,PROD-02215,269,55
BR-000,PROD-06968,410,140
BR-000,PROD-06496,257,178
BR-000,PROD-06213,544,132
BR-000,PROD-07032,351,183
BR-000,PROD-07420,510,131
BR-000,PROD-01107,380,84
BR-000,PROD-00450,713,124
BR-000,PROD-06289,364,89
BR-000,PROD-09966,583,150
BR-000,PROD-00135,106,137
BR-000,PROD-01785,76,120
BR-000,PROD-03404,197,155
BR-000,PROD-02906,623,167
BR-000,PROD-08304,958,114
BR-000,PROD-07492,354,166
BR-000,PROD-06100,724,183
BR-000,PROD-04504,216,131
BR-000,PROD-05053,74,165
BR-000,PROD-05205,980,196
BR-000,PROD-04080,900,189
BR-000,PROD-06918,204,178
BR-000,PROD-06802,467,72
BR-000,PROD-05206,672,111
BR-000,PROD-00532,336,139
BR-000,PROD-04830,992,151
BR-000,PROD-04038,978,158
BR-000,PROD-04084,935,160
BR-000,PROD-03204,996,113
BR-000,PROD-07110,672,102
BR-000,PROD-00330,827,188
BR-000,PROD-04957,729,197
BR-000,PROD-03033,363,187
BR-000,PROD-07684,447,114
BR-000,PROD-01597,69,168
BR-000,PROD-09919,669,186
BR-000,PROD-03597,945,86
BR-000,PROD-09038,334,149
BR-000,PROD-08001,925,61
BR-000,PROD-00590,709,81
BR-000,PROD-00647,614,199
BR-000,PROD-09102,113,160
BR-000,PROD-08015,132,117
BR-000,PROD-03771,881,158
BR-000,PROD-09039,956,128
BR-000,PROD-05082,649,170
BR-000,PROD-07882,431,93
BR-000,PROD-09362,606,100
BR-000,PROD-04210,402,187
BR-000,PROD-08834,290,85
BR-000,PROD-08699,441,184
BR-000,PROD-01795,880,142
BR-000,PROD-02586,856,79
BR-000,PROD-08355,496,167
BR-000,PROD-02316,195,161
BR-000,PROD-04185,492,194
BR-000,PROD-08827,744,62
BR-000,PROD-07072,92,51
BR-000,PROD-05234,134,176
BR-000,PROD-08743,832,69
BR-000,PROD-08670,621,64
BR-000,PROD-04768,695,130
BR-000,PROD-09972,876,82
BR-000,PROD-07144,856,52
BR-000,PROD-02913,192,188
BR-000,PROD-09871,978,166
BR-000,PROD-09893,162,75
BR-000,PROD-02075,937,82
BR-000,PROD-04302,127,143
BR-000,PROD-05822,652,69
BR-000,PROD-02149,585,60
BR-000,PROD-00144,649,120
BR-000,PROD-04963,920,140
BR-000,PROD-08159,748,147
BR-000,PROD-09030,175,128
BR-000,PROD-04775,835,119
BR-000,PROD-08933,427,96
BR-000,PROD-07749,154,59
BR-000,PROD-09828,96,150
BR-000,PROD-09214,344,158
BR-000,PROD-06060,417,105
BR-000,PROD-09475,647,110
BR-000,PROD-06409,616,104
BR-000,PROD-03317,694,140
BR-000,PROD-07464,37,183
BR-000,PROD-03061,159,123
BR-000,PROD-01355,193,83
BR-000,PROD-04514,392,82
BR-000,PROD-05505,330,111
BR-000,PROD-05250,689,187
BR-000,PROD-04511,93,120
BR-000,PROD-01730,14,110
BR-000,PROD-01758,54,176
BR-000,PROD-06650,321,130
BR-000,PROD-06646,967,184
BR-000,PROD-09860,858,122
BR-000,PROD-04139,67,120
BR-000,PROD-09393,915,90
BR-000,PROD-05123,62,86
BR-000,PROD-00000,905,122
BR-000,PROD-01864,541,126
BR-000,PROD-00543,194,138
BR-000,PROD-00349,50,174
BR-000,PROD-06906,286,144
BR-000,PROD-09765,14,104
BR-000,PROD-02523,755,113
BR-000,PROD-03464,964,97
BR-000,PROD-00457,527,63
BR-000,PROD-03023,875,199
BR-000,PROD-07261,655,194
BR-000,PROD-09515,622,169
BR-000,PROD-07872,25,85
BR-000,PROD-06625,271,119
BR-000,PROD-02534,4,127
BR-000,PROD-00131,950,101
BR-000,PROD-03704,88,56
BR-000,PROD-01372,929,53
BR-000,PROD-06200,479,173
BR-000,PROD-04856,98,192
BR-000,PROD-04712,178,110
BR-000,PROD-05544,693,134
BR-000,PROD-01413,719,111
BR-000,PROD-04113,961,83
BR-000,PROD-00655,774,175
BR-000,PROD-08137,486,106
BR-000,PROD-04098,501,161
BR-000,PROD-00592,363,137
BR-000,PROD-08708,263,162
BR-000,PROD-03123,407,66
BR-000,PROD-03047,448,82
BR-000,PROD-03887,454,141
BR-000,PROD-05735,487,107
BR-000,PROD-02184,345,132
BR-000,PROD-02145,317,192
BR-000,PROD-07047,948,77
BR-000,PROD-03105,295,169
BR-000,PROD-09233,960,74
BR-000,PROD-09096,184,149
BR-000,PROD-02769,416,159
BR-000,PROD-05221,108,136
BR-000,PROD-05833,912,113
BR-000,PROD-01732,594,105
BR-000,PROD-00265,817,197
BR-000,PROD-05144,762,82
BR-000,PROD-08267,621,118
BR-000,PROD-03937,183,168
BR-000,PROD-00761,724,63
BR-000,PROD-07220,852,85
BR-000,PROD-08439,984,67
BR-000,PROD-03257,354,65
BR-000,PROD-04338,956,75
BR-000,PROD-04362,212,115
BR-000,PROD-00316,850,106
BR-000,PROD-08069,651,113
BR-000,PROD-01851,583,62
BR-000,PROD-02484,447,90
BR-000,PROD-09873,483,188
BR-000,PROD-09574,995,134
BR-000,PROD-01078,516,96
BR-000,PROD-08358,913,123
BR-000,PROD-07333,831,164
BR-000,PROD-01071,484,98
BR-000,PROD-00103,220,194
BR-000,PROD-05748,71,83
BR-000,PROD-01418,617,61
BR-000,PROD-01658,226,165
BR-000,PROD-05284,941,78
BR-000,PROD-01149,705,78
BR-000,PROD-07150,151,163
BR-000,PROD-01568,354,112
BR-000,PROD-01087,580,142
BR-000,PROD-06085,322,168
BR-000,PROD-08674,683,72
BR-000,PROD-08341,971,123
BR-000,PROD-07811,821,96
BR-000,PROD-06084,86,72
BR-000,PROD-08773,431,97
BR-000,PROD-08757,181,58
BR-000,PROD-01692,853,150
BR-000,PROD-04734,876,133
BR-000,PROD-03387,612,72
BR-000,PROD-03646,46,50
BR-000,PROD-01683,734,120
BR-000,PROD-00008,854,114
BR-000,PROD-06062,194,150
BR-000,PROD-06516,257,105
BR-000,PROD-04123,401,118
BR-000,PROD-08729,297,114
BR-000,PROD-06045,215,91
BR-000,PROD-00567,766,194
BR-000,PROD-09161,827,157
BR-000,PROD-01803,602,73
BR-000,PROD-08501,258,87
BR-000,PROD-04900,160,51
BR-000,PROD-01599,646,64
BR-000,PROD-07931,474,88
BR-000,PROD-09547,169,163
BR-000,PROD-02823,407,178
BR-000,PROD-05467,244,131
BR-000,PROD-03529,160,168
BR-000,PROD-08683,520,62
BR-000,PROD-01155,867,179
BR-000,PROD-06547,924,164
BR-000,PROD-09088,943,189
BR-000,PROD-07620,327,173
BR-000,PROD-08296,108,64
BR-000,PROD-04540,616,105
BR-000,PROD-09134,192,188
BR-000,PROD-06482,768,145
BR-000,PROD-05826,223,60
BR-000,PROD-01190,14,61
BR-000,PROD-07444,602,61
BR-000,PROD-08520,921,65
BR-000,PROD-00960,681,158
BR-000,PROD-07454,216,85
BR-000,PROD-00036,350,181
BR-000,PROD-07516,748,158
BR-000,PROD-07644,660,171
BR-000,PROD-04438,954,164
BR-000,PROD-06161,905,134
BR-000,PROD-07744,290,153
BR-000,PROD-09587,378,191
BR-000,PROD-08119,423,80
BR-000,PROD-06967,490,92
BR-000,PROD-05718,566,129
BR-000,PROD-00577,987,168
BR-000,PROD-09833,669,57
BR-000,PROD-04102,247,124
BR-000,PROD-07646,280,157
BR-000,PROD-04151,653,105
BR-000,PROD-03130,225,97
BR-000,PROD-04890,728,123
BR-000,PROD-09975,839,146
BR-000,PROD-07471,362,155
BR-000,PROD-01833,876,185
BR-000,PROD-09148,291,66
BR-000,PROD-04891,342,125
BR-000,PROD-02287,766,155
BR-000,PROD-01330,752,101
BR-000,PROD-02771,340,80
BR-000,PROD-03686,476,130
BR-000,PROD-08283,506,102
BR-000,PROD-05928,321,67
BR-000,PROD-00637,837,181
BR-000,PROD-00047,375,77
BR-000,PROD-02602,806,177
BR-000,PROD-01965,405,195
BR-000,PROD-02168,690,148
BR-000,PROD-05049,367,194
BR-000,PROD-03334,369,198
BR-000,PROD-03019,418,133
BR-000,PROD-08764,808,155
BR-000,PROD-09176,12,60
BR-000,PROD-01360,804,108
BR-000,PROD-05798,722,106
BR-000,PROD-09400,458,130
BR-000,PROD-03251,157,96
BR-000,PROD-06300,583,151
BR-000,PROD-02251,754,119
BR-000,PROD-06027,528,115
BR-000,PROD-01175,652,85
BR-000,PROD-08799,90,52
BR-000,PROD-03279,577,90
BR-000,PROD-02973,188,82
BR-000,PROD-03396,333,73
BR-000,PROD-06939,749,117
BR-000,PROD-00965,346,140
BR-000,PROD-08574,491,200
BR-000,PROD-00742,649,144
BR-000,PROD-07514,859,100
BR-000,PROD-03314,464,83
BR-000,PROD-04898,235,174
BR-000,PROD-09340,406,155
BR-000,PROD-04672,46,119
BR-000,PROD-08618,71,122
BR-000,PROD-01217,147,159
BR-000,PROD-04397,314,104
BR-000,PROD-06080,58,97
BR-000,PROD-02614,633,170
BR-000,PROD-02620,47,189
BR-000,PROD-08714,79,106
BR-000,PROD-07282,809,174
BR-000,PROD-03379,158,95
BR-000,PROD-07301,604,193
BR-000,PROD-09857,146,81
BR-000,PROD-05605,16,101
BR-000,PROD-09813,370,88
BR-000,PROD-05786,318,98
BR-000,PROD-08518,620,89
BR-000,PROD-06850,170,144
BR-000,PROD-01516,33,72
BR-000,PROD-05098,733,128
BR-000,PROD-07636,581,150
BR-000,PROD-09085,919,84
BR-000,PROD-08023,570,116
BR-000,PROD-02392,26,167
BR-000,PROD-00586,824,160
BR-000,PROD-03519,693,134
BR-000,PROD-07653,202,63
BR-000,PROD-08946,943,189
BR-000,PROD-00850,479,187
BR-000,PROD-00335,956,104
BR-000,PROD-06634,675,125
BR-000,PROD-08972,769,177
BR-000,PROD-07493,412,167
BR-000,PROD-02868,703,56
BR-000,PROD-04872,51,162
BR-000,PROD-03550,517,89
BR-000,PROD-03842,318,127
BR-000,PROD-07262,408,160
BR-000,PROD-05824,401,146
BR-000,PROD-00023,622,129
BR-000,PROD-01453,704,193
BR-000,PROD-01684,227,160
BR-000,PROD-02310,951,51
BR-000,PROD-09063,696,194
BR-000,PROD-09406,648,129
BR-000,PROD-00381,215,182
BR-000,PROD-05814,418,179
BR-000,PROD-05550,162,141
BR-000,PROD-09308,927,54
BR-000,PROD-01618,542,133
BR-000,PROD-00789,343,198
BR-000,PROD-05983,185,135
BR-000,PROD-08672,806,159
BR-000,PROD-04475,169,196
BR-000,PROD-05606,488,97
BR-000,PROD-09312,386,147
BR-000,PROD-05648,579,87
BR-000,PROD-06216,215,86
BR-000,PROD-02286,335,164
BR-000,PROD-09993,752,90
BR-000,PROD-07578,499,112
BR-000,PROD-01183,647,127
BR-000,PROD-06001,735,155
BR-000,PROD-05090,943,188
BR-000,PROD-02516,839,92
BR-000,PROD-04122,484,64
BR-000,PROD-05521,745,119
BR-000,PROD-05627,478,95
BR-000,PROD-08360,197,111
BR-000,PROD-05872,259,114
BR-000,PROD-08612,896,160
BR-000,PROD-07727,426,151
BR-000,PROD-05968,107,61
BR-000,PROD-01180,361,75
BR-000,PROD-08762,959,126
BR-000,PROD-08235,613,148
BR-000,PROD-02818,89,189
BR-000,PROD-09964,49,146
BR-000,PROD-08703,890,181
BR-000,PROD-06608,405,93
BR-000,PROD-02820,514,190
BR-000,PROD-07535,395,183
BR-000,PROD-02260,712,183
BR-000,PROD-02239,978,170
BR-000,PROD-06021,965,93
BR-000,PROD-00782,278,114
BR-000,PROD-00932,618,115
BR-000,PROD-06202,910,54
BR-000,PROD-02412,772,112
BR-000,PROD-06997,696,142
BR-000,PROD-09115,85,183
BR-000,PROD-01156,980,159
BR-000,PROD-08107,636,132
BR-000,PROD-05805,427,72
BR-000,PROD-04879,235,126
BR-000,PROD-03309,279,62
BR-000,PROD-08961,870,193
BR-000,PROD-01702,998,188
BR-000,PROD-02492,233,110
BR-000,PROD-03706,889,75
BR-000,PROD-08276,557,113
BR-000,PROD-00286,557,57
